系列,模型,任务,方法,任务类型,状态,执行机器,run_name,accuracy,precision,recall,f1,strict_f1,tolerant_f1,contract_hit,candidate_recall,avg_candidates_per_contract,multi_label_examples,multi_label_hit_accuracy,multi_label_precision,multi_label_recall,multi_label_f1,train_examples,val_examples,test_examples,runtime_minutes,完成时间,本地summary,predictions_file,multi_label_predictions_file,best_checkpoint,来源,补齐阶段说明,数据版本说明,补齐前6组标记,可用于补齐前后对比,本地metrics路径,macro_precision,macro_recall,macro_f1,strict_precision,strict_recall,tolerant_precision,tolerant_recall
StarCoder2,bigcode/starcoder2-15b,vul_type,direct,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_15b_e1__vul_type__direct,0.24497991967871485,0.24497991967871485,0.16781292984869325,0.19918367346938773,,,,,,521,0.19769673704414586,0.19769673704414586,0.07167710508002784,0.10520939734422881,,,1992,57.96893863333333,46157.85663136574,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__direct/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1__vul_type__direct\vul_type__direct\metrics.json,0.519044,0.152498,0.110677,,,,
StarCoder2,bigcode/starcoder2-15b,vul_type,prompt,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_15b_e1__vul_type__prompt,0.20682730923694778,0.20682730923694778,0.14167812929848694,0.16816326530612247,,,,,,521,0.19193857965451055,0.19193857965451055,0.06958942240779402,0.10214504596527067,,,1992,58.77284563333333,46157.89744587963,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__prompt/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1__vul_type__prompt\vul_type__prompt\metrics.json,0.181403,0.122151,0.058202,,,,
StarCoder2,bigcode/starcoder2-15b,vul_type,qlora,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_15b_e1__vul_type__qlora,0.5918674698795181,0.5918674698795181,0.40543328748280605,0.48122448979591836,,,,,,521,0.6487523992322457,0.6487523992322457,0.23521224773834376,0.3452502553626149,24992,3829,1992,185.7419786,46158.02643341435,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__finetune/predictions_test.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__finetune/predictions_test_multi_label.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_15b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_7_local_modelscope_starcoder2-15b/vul_type__finetune/checkpoints/checkpoint-3124,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_15b_e1__vul_type__qlora\vul_type__finetune\metrics.json,0.636006,0.293977,0.367974,,,,
StarCoder2,bigcode/starcoder2-3b,vul_type,direct,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_3b_e1__vul_type__direct,0.21586345381526104,0.21586345381526104,0.14786795048143053,0.17551020408163265,,,,,,521,0.18618042226487524,0.18618042226487524,0.0675017397355602,0.09908069458631255,,,1992,20.213552366666665,46160.12188175926,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__direct/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1__vul_type__direct\513516743652\metrics.json,0.470337,0.141437,0.097175,,,,
StarCoder2,bigcode/starcoder2-3b,vul_type,full,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_3b_e1__vul_type__full,0.7264056224899599,0.7264056224899599,0.49759284731774417,0.5906122448979593,,,,,,521,0.7562380038387716,0.7562380038387716,0.2741823242867084,0.4024514811031665,24992,3829,1992,94.12576286666668,46160.2017606713,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__full/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/predictions_test.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__full/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/predictions_test_multi_label.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__full/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/checkpoints/checkpoint-3124,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1__vul_type__full\231592628803\metrics.json,0.809363,0.365498,0.45042,,,,
StarCoder2,bigcode/starcoder2-3b,vul_type,prompt,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_3b_e1__vul_type__prompt,0.19026104417670683,0.19026104417670683,0.13033012379642367,0.15469387755102043,,,,,,521,0.1785028790786948,0.1785028790786948,0.06471816283924843,0.09499489274770172,,,1992,20.899725116666666,46160.13639550926,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__prompt/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1__vul_type__prompt\707168188731\metrics.json,0.164652,0.115455,0.050322,,,,
StarCoder2,bigcode/starcoder2-3b,vul_type,qlora,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_3b_e1__vul_type__qlora,0.464859437751004,0.464859437751004,0.3184319119669876,0.3779591836734694,,,,,,521,0.472168905950096,0.472168905950096,0.17118997912317327,0.2512768130745659,24992,3829,1992,49.557080733333336,46160.23617537037,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/predictions_test.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/predictions_test_multi_label.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_3b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_2_local_modelscope_starcoder2-3b/vul_type__finetune/checkpoints/checkpoint-3124,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_3b_e1__vul_type__qlora\71122755137\metrics.json,0.367341,0.222448,0.255761,,,,
StarCoder2,bigcode/starcoder2-7b,vul_type,direct,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_7b_e1__vul_type__direct,0.2359437751004016,0.2359437751004016,0.16162310866574967,0.19183673469387755,,,,,,521,0.18042226487523993,0.18042226487523993,0.06541405706332637,0.09601634320735444,,,1992,30.0923355,46157.49817895833,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__direct/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__direct/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__direct/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1__vul_type__direct\vul_type__direct\metrics.json,0.508886,0.14947,0.092907,,,,
StarCoder2,bigcode/starcoder2-7b,vul_type,prompt,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_7b_e1__vul_type__prompt,0.1932730923694779,0.1932730923694779,0.13239339752407153,0.15714285714285714,,,,,,521,0.18042226487523993,0.18042226487523993,0.06541405706332637,0.09601634320735444,,,1992,30.88066405,46157.51962391203,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__prompt/predictions.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__prompt/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__prompt/predictions_multi_label.jsonl,,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1__vul_type__prompt\vul_type__prompt\metrics.json,0.295116,0.116619,0.052142,,,,
StarCoder2,bigcode/starcoder2-7b,vul_type,qlora,type,completed,C_autodl_rtxpro6000x8,autodl_starcoder2_7b_e1__vul_type__qlora,0.5582329317269076,0.5582329317269076,0.38239339752407153,0.4538775510204081,,,,,,521,0.6084452975047985,0.6084452975047985,0.22059846903270702,0.3237997957099081,24992,3829,1992,95.74645891666667,46157.58611454861,C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1\matrix_summary.json,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__finetune/predictions_test.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__finetune/predictions_test_multi_label.jsonl,/root/autodl-tmp/blockchain-vuln/project/experiments/runs/autodl_starcoder2_7b_e1__vul_type__qlora/_root_autodl-tmp_hf_cache_worker_5_local_modelscope_starcoder2-7b/vul_type__finetune/checkpoints/checkpoint-3124,matrix_summary,,,,,C:\Users\xudam\SynologyDrive\工作\博士\论文\代码\区块链漏洞检测\results\remote_mirror\C_autodl_rtxpro6000x8\experiments\runs\autodl_starcoder2_7b_e1__vul_type__qlora\vul_type__finetune\metrics.json,0.456319,0.243279,0.286028,,,,
